Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response
1960,4,0,0,0,0,2,10,24,15,13,1,30,1,2,1,3,3,1,0,0,0,0,1
1962,0,3,1,2,1,0,14,0,1,0,0,1,1,1,0,2,3,0,0,0,0,0,0
1952,0,0,2,0,0,7,387,20,713,38,54,163,1,9,11,11,2,0,0,0,0,0,0
1962,0,2,1,0,1,0,121,103,69,8,44,48,1,4,2,7,1,0,0,0,0,0,0
1950,2,3,1,0,1,5,965,69,279,54,41,69,5,8,4,9,3,0,0,0,0,0,1
1971,0,2,2,0,1,5,707,21,250,85,43,73,2,6,2,8,0,1,0,0,0,0,0
1960,0,1,1,0,1,7,571,50,142,33,50,159,4,4,5,13,0,0,0,0,0,0,0
1948,1,1,2,0,0,5,586,66,653,17,0,26,1,5,9,6,0,0,0,0,0,0,0
1959,1,3,1,0,1,3,1063,89,102,16,12,25,4,9,4,6,2,0,0,0,0,0,0
1964,0,0,1,0,1,2,305,3,27,4,3,144,2,5,4,4,2,1,0,0,0,0,0
1947,2,1,2,0,0,7,1200,105,758,0,42,147,1,4,2,6,0,0,1,1,0,0,1
1971,1,2,1,1,1,5,163,2,40,8,11,11,7,3,1,6,2,0,0,0,0,0,0
1970,2,3,1,1,0,0,125,6,73,8,4,19,1,3,1,6,1,0,0,0,0,0,0
1977,2,2,2,0,1,4,721,0,152,119,50,50,3,7,6,12,1,0,0,0,0,0,0
1958,0,1,1,0,1,2,315,4,62,41,31,146,2,7,1,7,2,0,0,0,0,0,0
1960,2,0,2,0,0,2,1000,19,711,125,115,38,0,4,6,9,0,0,1,0,0,0,0
1985,0,1,0,1,0,3,16,0,17,6,3,6,2,1,0,3,4,0,0,0,0,0,0
1974,0,2,1,0,1,6,757,80,217,29,80,11,5,9,6,12,2,0,0,0,0,0,0
1950,1,1,1,0,1,7,30,2,25,0,1,9,1,1,1,4,0,0,0,0,0,0,0
1955,0,3,1,0,1,0,219,3,100,26,0,17,2,7,1,5,3,0,0,0,0,0,0
1953,0,1,1,0,1,8,111,3,28,2,6,15,2,3,1,4,2,0,0,0,0,0,0
1958,4,1,0,0,0,9,45,47,52,21,20,25,2,3,1,5,2,0,0,0,0,0,0
1947,1,1,2,0,1,3,410,112,420,0,82,71,1,9,3,13,1,0,0,0,0,0,0
1966,1,0,1,1,2,8,100,1,39,6,1,76,4,3,2,3,2,1,0,0,0,0,0
1963,0,1,1,0,1,8,509,0,65,7,11,5,4,7,2,9,2,0,0,0,0,0,0
1985,0,2,0,1,0,7,3,6,5,0,2,6,1,0,0,3,3,0,0,0,0,0,0
1975,0,4,1,0,1,8,445,53,213,104,98,151,1,6,4,13,1,0,0,0,0,0,0
1980,3,2,0,0,0,2,2,2,11,41,7,11,1,2,0,3,3,0,0,0,0,0,0
1956,2,1,0,0,0,8,4,1,11,6,2,2,1,1,0,3,2,0,0,0,0,0,0
1959,0,2,0,0,0,7,6,1,7,23,4,19,1,1,1,2,3,0,0,0,0,0,0
1974,1,1,1,0,1,2,14,0,3,0,0,3,1,1,0,2,3,0,0,0,0,0,0
1987,3,0,0,1,0,3,1,10,11,19,3,15,2,2,0,3,2,0,0,0,0,0,0
1968,1,2,0,1,0,4,26,0,6,0,0,2,1,1,0,3,3,0,0,0,0,0,0
1971,4,2,1,1,1,7,111,16,37,7,9,18,3,3,1,5,1,0,0,0,0,0,0
1964,1,2,1,0,1,8,418,61,428,80,51,10,3,7,8,10,2,0,0,0,0,0,0
1962,2,0,1,0,2,8,327,9,122,19,14,83,5,5,2,9,2,0,0,0,0,0,0
1980,0,2,2,0,1,3,275,59,107,69,101,59,2,6,4,8,1,0,0,0,0,0,0
1975,1,0,1,0,1,6,789,0,142,12,9,38,2,2,4,8,3,0,0,0,0,0,0
1974,0,2,0,2,0,2,1,1,5,0,3,1,1,1,0,2,3,0,0,0,0,0,0
1963,1,2,2,0,1,1,1004,12,145,32,12,36,3,10,3,5,2,0,0,0,1,0,1
1979,0,0,2,0,0,7,187,81,149,25,43,91,1,2,2,12,0,0,0,0,0,0,0
1985,4,2,0,1,0,1,56,4,76,17,1,18,4,4,1,3,4,1,0,0,0,0,1
1980,1,0,1,0,0,1,365,32,117,34,110,6,1,3,3,13,0,0,0,0,0,0,0
1963,0,3,1,0,1,5,595,23,123,10,23,154,2,8,9,4,2,0,0,0,0,0,0
1982,4,1,1,0,0,3,34,11,137,179,61,45,1,8,1,5,3,0,0,0,0,0,0
1955,0,1,1,0,1,8,116,6,82,6,6,41,2,3,1,6,2,0,0,0,0,0,0
1967,0,1,1,0,0,8,565,32,435,28,32,54,1,2,8,6,0,0,0,0,0,0,0
1976,1,3,1,0,1,9,372,18,126,47,48,78,2,5,2,11,1,0,0,0,0,0,0
1972,1,0,2,0,0,9,899,102,838,133,102,40,1,5,6,10,0,0,0,0,0,0,1
1989,1,1,2,0,0,4,760,40,480,0,40,26,1,3,5,12,0,0,0,1,1,0,0
1969,1,1,2,0,0,0,260,86,559,63,9,67,1,4,6,4,0,0,0,0,0,0,0
1960,1,3,1,0,1,9,459,0,24,6,0,4,6,4,5,7,2,0,1,0,0,0,1
1970,0,0,1,0,0,7,466,0,224,119,49,99,1,5,3,4,0,0,0,0,0,0,0
1958,2,1,1,0,1,9,67,15,80,17,11,80,3,1,4,4,1,0,0,0,0,0,0
1952,3,1,0,0,0,2,2,0,7,3,7,10,1,1,0,3,2,0,0,0,0,0,0
1949,2,4,1,1,1,0,67,1,20,0,2,31,3,2,2,2,3,0,0,0,0,0,1
1961,2,2,1,0,2,9,92,4,18,3,3,6,1,2,1,4,1,0,0,0,0,0,0
1995,0,0,0,0,0,6,4,2,11,2,0,4,1,1,0,2,2,0,0,0,0,0,0
1949,1,0,0,1,1,3,20,1,28,3,3,2,3,2,0,3,3,0,0,0,0,0,1
1961,0,0,1,0,0,4,273,11,178,62,83,29,2,8,4,6,2,0,0,0,0,0,0
1960,0,1,2,0,0,2,434,22,388,104,22,34,1,10,7,10,1,0,0,0,1,0,0
1973,0,3,2,0,1,9,321,11,309,33,26,34,3,9,3,5,1,0,0,0,0,0,0
1978,0,2,2,2,0,2,212,123,177,15,64,23,2,8,2,8,1,0,0,0,0,0,0
1988,2,0,2,0,0,2,1184,32,352,21,16,16,1,3,4,7,0,0,1,1,1,0,1
1968,2,3,1,1,0,2,112,19,21,16,14,5,3,4,1,4,3,0,0,0,0,0,0
1986,0,2,2,1,0,9,656,80,455,52,107,93,2,8,4,8,1,1,0,1,0,0,0
1970,1,3,0,1,0,3,23,0,8,6,2,18,1,1,1,3,0,0,0,0,0,0,0
1951,0,3,1,0,1,8,537,6,42,16,6,30,2,9,3,6,3,0,0,0,0,0,0
1948,1,1,1,0,1,9,712,0,45,0,0,191,3,2,4,5,3,1,0,0,0,0,0
1971,2,2,0,1,0,1,23,1,13,2,2,18,1,1,1,2,3,1,0,0,0,0,1
1986,0,2,0,1,0,2,1,3,4,2,2,6,1,1,0,2,3,0,0,0,0,0,0
1965,2,0,1,0,1,4,664,58,83,32,0,66,4,7,5,10,2,0,0,0,0,0,0
1975,0,0,0,1,0,1,6,10,21,19,14,42,2,2,1,3,2,0,0,0,0,0,0
1953,0,1,1,0,0,4,299,5,201,21,21,49,3,5,4,8,1,0,0,0,0,0,0
1982,0,1,1,1,0,7,99,13,66,43,8,4,3,4,1,5,3,0,0,0,0,0,0
1978,0,1,0,1,0,4,9,4,18,7,5,5,2,2,0,3,3,0,0,0,0,0,0
1970,0,3,1,0,1,7,440,81,368,0,122,174,6,11,5,9,2,0,0,0,0,0,0
1958,0,0,1,1,1,0,8,2,5,3,0,3,1,1,0,2,3,0,0,0,0,0,0
1965,2,2,2,0,1,0,670,9,249,0,28,9,2,5,4,5,1,0,0,0,0,0,0
1954,0,2,1,0,0,9,524,0,134,28,28,155,1,11,1,8,3,0,0,0,0,0,0
1984,1,2,0,1,0,4,6,0,6,2,1,1,2,1,0,3,3,0,0,0,0,0,0
1976,0,2,0,1,0,1,7,0,12,13,7,32,5,4,1,2,4,1,0,0,0,0,1
1966,0,2,1,0,1,9,54,0,7,0,0,4,1,2,0,3,2,0,0,0,0,0,0
1955,0,2,2,0,0,6,445,25,706,80,76,48,1,6,5,12,0,0,0,0,1,0,0
1965,2,2,1,2,1,6,292,3,77,10,3,26,7,6,3,5,3,0,0,0,0,0,0
1991,0,1,2,0,0,1,412,22,132,59,28,183,1,11,6,8,1,0,0,1,0,0,0
1949,1,3,0,1,1,2,8,0,3,0,0,0,1,0,0,3,2,0,0,0,0,0,0
1953,1,1,1,1,1,6,349,4,78,6,0,43,8,7,2,6,3,0,0,0,0,0,0
1978,0,2,1,1,1,5,328,9,124,12,24,109,7,4,2,10,1,0,0,0,0,0,0
1948,1,3,1,1,2,7,144,2,99,7,2,30,5,6,1,4,3,0,0,0,0,0,0
1973,0,3,2,1,1,2,1126,28,211,37,28,42,3,4,3,4,2,0,1,1,1,0,0
1949,0,2,2,0,0,4,967,0,617,43,50,0,1,4,8,13,0,0,1,1,1,0,1
1952,2,1,2,0,1,2,138,39,63,55,18,21,1,4,1,7,0,0,0,0,0,0,0
1989,3,2,0,1,0,3,0,0,1,7,4,6,1,1,0,2,3,0,0,0,0,0,0
1953,1,0,1,0,1,0,948,10,86,13,21,21,4,6,9,11,2,0,0,0,0,0,0
1956,2,1,0,1,1,2,39,2,25,4,3,24,2,3,0,3,3,0,0,0,0,0,0
1950,1,0,1,1,2,7,28,1,21,3,0,10,3,2,1,3,2,0,0,0,0,0,0
1978,4,1,1,1,0,7,13,11,24,13,8,40,2,3,0,4,2,0,0,0,0,0,0
1964,0,2,2,0,0,8,307,26,360,138,31,40,1,6,9,5,1,0,0,0,1,0,0
1952,0,1,2,0,0,5,901,31,345,75,31,191,1,4,4,11,0,0,0,1,0,0,0
1975,4,2,0,1,0,3,2,5,12,4,8,7,3,2,0,4,2,0,0,0,0,0,0
1995,0,0,2,0,0,3,283,17,372,138,106,44,1,3,8,12,0,0,0,0,0,0,0
1970,0,0,0,1,0,3,4,3,7,0,3,11,1,1,0,2,3,1,0,0,0,0,0
1954,4,2,1,0,0,0,769,80,252,15,34,65,1,10,10,7,2,1,0,0,0,0,1
1972,1,1,2,0,0,8,518,42,742,55,56,84,1,6,10,5,0,0,0,0,0,0,0
1958,1,1,1,0,1,9,350,8,66,17,4,4,2,3,2,10,1,0,0,0,0,0,0
1975,0,4,1,0,1,8,445,53,213,104,98,151,1,6,4,13,1,0,0,0,0,0,0
1979,0,1,2,0,0,5,709,93,374,104,80,80,1,8,6,6,1,0,0,0,0,0,0
1978,4,1,1,0,0,2,359,35,314,93,116,89,1,7,3,13,1,0,0,0,0,0,0
1972,1,1,1,0,1,5,799,12,375,16,12,12,5,7,6,5,2,0,0,0,0,0,1
1964,0,2,1,0,1,2,895,10,101,13,0,152,5,3,4,8,3,0,0,0,0,0,0
1979,2,2,1,1,0,0,40,2,23,0,4,23,2,2,1,3,1,0,0,0,0,0,0
1959,1,2,1,0,1,8,76,0,7,0,0,16,1,3,2,2,2,0,0,0,0,0,0
1981,4,2,0,1,0,0,11,5,22,12,5,11,2,3,0,3,3,0,0,0,0,0,0
1967,0,0,2,1,1,3,245,16,223,21,43,16,2,8,1,8,2,0,0,0,0,0,0
1988,2,2,2,0,0,1,647,107,391,175,67,40,1,6,4,10,1,0,0,0,0,0,0
1978,1,0,0,1,0,1,39,1,9,2,1,34,1,2,1,2,3,1,0,0,0,0,1
1955,0,2,1,0,1,9,138,3,38,4,0,59,3,3,2,4,2,0,0,0,0,0,0
1965,4,2,1,0,1,9,43,12,23,29,15,61,1,2,1,4,1,0,0,0,0,0,0
1956,2,2,1,0,1,5,301,7,74,10,0,58,4,6,1,7,2,0,0,0,0,0,0
1979,0,2,2,0,1,0,180,32,348,76,32,90,2,5,2,12,0,0,0,0,0,0,0
1965,0,0,1,1,1,0,392,5,91,28,26,112,8,7,3,7,3,0,0,0,0,0,1
1972,0,2,0,1,1,2,39,1,22,3,4,12,3,2,0,4,3,0,0,0,0,0,0
1953,0,1,1,1,1,8,13,0,3,0,0,0,1,1,0,2,3,0,0,0,0,0,0
1965,1,0,1,0,1,6,70,0,17,0,0,6,2,2,1,3,2,0,0,0,0,0,0
1958,1,1,2,0,0,9,680,11,392,75,0,0,1,2,11,4,0,0,0,0,0,0,0
1955,2,0,1,1,1,7,26,1,11,0,1,4,2,1,0,3,1,0,0,0,0,0,0
1976,0,1,0,1,1,4,6,5,5,8,0,5,2,1,0,3,1,0,0,0,0,0,0
1970,0,0,0,1,0,3,2,3,6,4,1,9,1,1,1,2,3,0,0,0,0,0,0
1972,0,2,0,1,0,0,1,3,8,2,5,5,1,1,0,2,3,0,0,0,0,0,0
1972,0,1,0,1,0,4,6,2,15,6,6,3,1,1,0,3,3,0,0,0,0,0,0
1986,3,2,0,1,0,0,4,12,5,3,16,17,2,2,0,3,3,0,0,0,0,0,0
1960,2,1,0,1,1,9,18,2,19,0,2,6,5,3,0,4,3,0,0,0,0,0,0
1978,2,2,1,1,0,2,327,9,125,25,4,139,6,7,1,8,3,1,0,0,0,0,0
1976,0,3,1,0,1,3,229,27,71,13,3,34,4,7,1,5,4,0,0,0,0,0,0
1957,1,2,2,0,0,5,184,23,446,30,23,23,1,5,4,7,0,0,1,1,1,0,1
1950,0,0,0,0,0,4,4,8,11,12,2,13,1,2,0,3,3,1,0,0,0,0,0
1978,0,2,1,1,1,3,183,2,64,7,2,12,4,3,3,5,1,0,0,0,0,0,0
1961,0,0,1,0,1,7,31,19,35,26,14,52,2,1,1,5,1,0,0,0,0,0,0
1962,2,0,1,0,0,3,219,3,60,12,9,12,1,4,1,7,3,0,1,0,0,0,0
1954,1,2,2,0,1,9,479,28,136,75,14,35,3,10,3,7,2,0,0,0,0,0,0
1965,4,3,1,0,1,1,584,44,212,46,8,177,3,11,4,8,3,0,0,0,0,0,0
1973,0,1,2,0,0,5,627,91,597,159,91,15,1,6,5,12,1,0,0,0,0,0,0
1968,0,2,0,1,0,3,24,1,16,12,2,5,3,4,0,3,3,0,0,0,0,0,0
1970,2,2,1,0,1,8,330,5,159,36,27,16,4,4,4,9,1,0,0,0,0,0,0
1956,0,4,1,1,1,7,19,1,10,2,1,8,1,1,0,3,2,0,0,0,0,0,0
1951,0,2,0,1,1,6,28,23,29,29,14,47,3,2,1,4,2,0,0,0,0,0,0
1958,0,2,1,0,0,7,1039,43,204,153,58,29,3,2,8,12,3,0,1,0,1,1,1
1976,2,2,1,0,2,6,411,0,26,0,0,21,6,7,1,7,3,0,0,0,0,0,0
1971,2,2,1,0,1,8,34,1,19,2,7,0,1,1,1,3,0,0,0,0,0,0,0
1957,0,2,1,0,1,2,161,28,136,32,3,45,4,3,4,6,1,0,0,0,0,0,0
1972,0,2,1,1,1,8,623,53,178,23,17,133,7,3,2,8,3,0,1,0,0,0,0
1981,0,2,0,0,0,0,3,10,8,3,16,32,1,1,1,2,2,0,0,0,0,0,0
1972,0,0,0,1,0,0,12,2,17,6,1,10,2,2,0,3,3,0,0,0,0,0,1
1955,2,2,1,0,1,7,393,0,239,90,69,69,6,5,7,9,1,0,0,0,0,0,0
1970,1,1,1,0,1,1,376,9,83,19,4,4,2,5,4,7,1,0,0,0,0,0,0
1976,0,2,0,1,1,8,7,2,4,2,1,4,1,1,0,2,2,0,0,0,0,0,0
1972,0,2,1,0,1,5,642,14,49,0,7,57,1,9,2,9,2,0,0,0,0,0,0
1978,4,2,0,1,0,3,8,7,9,13,6,12,2,2,0,3,3,0,0,0,0,0,0
1980,1,0,2,0,0,1,840,53,804,23,71,17,1,5,4,8,1,0,0,1,1,0,1
1972,0,2,0,1,0,4,7,10,13,3,11,11,2,2,0,3,3,0,0,0,0,0,0
1961,0,0,1,0,0,0,464,5,64,7,0,37,1,7,3,7,2,0,0,0,0,1,1
1963,0,2,0,0,0,7,30,3,47,19,21,42,1,3,2,2,3,0,0,0,0,0,0
1959,0,1,2,0,1,6,1492,38,287,50,57,33,1,5,10,4,2,0,1,1,1,1,1
1954,0,2,2,1,2,9,1279,15,287,20,0,15,3,3,4,7,2,0,1,1,0,0,0
1962,0,3,1,1,2,7,22,1,8,2,1,2,2,1,0,3,3,0,0,0,0,0,0
1958,1,4,2,0,1,8,860,28,409,73,56,56,1,8,9,4,1,0,0,0,0,0,0
1984,0,1,0,1,0,2,3,0,5,13,0,1,1,1,0,3,2,0,0,0,0,0,0
1976,1,3,1,1,1,6,10,5,28,11,1,8,1,2,0,3,2,0,0,0,0,0,0
1992,0,0,1,0,0,9,351,16,156,7,5,145,1,6,4,7,2,0,0,0,0,0,0
1967,1,1,1,0,2,4,421,5,90,0,16,10,3,7,3,7,2,0,0,0,0,0,0
1980,4,1,0,1,0,1,2,5,7,0,18,18,2,2,0,3,3,0,0,0,0,0,0
1967,0,2,0,1,1,9,25,1,9,2,1,1,2,1,0,3,3,0,0,0,0,0,0
1956,0,2,2,0,1,5,336,123,274,46,123,141,5,6,5,12,1,0,0,0,0,0,0
1972,2,0,1,1,0,4,191,9,97,0,6,82,2,6,1,5,3,0,0,0,0,0,0
1980,0,3,2,0,0,9,563,50,774,28,31,187,1,7,7,12,1,0,0,0,0,0,0
1980,4,0,1,0,1,4,31,0,6,0,1,8,1,1,0,3,2,0,0,0,0,0,0
1977,0,0,1,0,1,3,479,5,82,7,17,171,2,7,6,5,2,1,0,0,0,0,0
1950,0,1,0,1,1,1,18,6,15,12,8,17,3,2,1,3,2,0,0,0,0,0,0
1974,0,2,1,0,1,6,91,65,52,10,44,28,3,3,2,6,2,0,0,0,0,0,0
1988,0,0,0,1,0,1,5,7,24,19,14,20,4,3,0,4,2,0,0,0,0,0,0
1981,0,2,0,1,0,7,2,14,28,16,3,7,4,4,0,3,4,0,0,0,0,0,0
1960,4,2,2,0,0,0,362,50,431,134,35,54,1,3,6,7,0,0,0,0,0,0,0
1956,2,0,1,0,1,6,547,7,140,0,7,63,3,7,5,8,2,0,0,0,0,0,0
1963,0,0,1,0,1,7,104,1,54,13,9,14,2,3,1,5,2,0,0,0,0,0,0
1980,0,2,0,2,0,9,8,2,15,0,10,18,4,3,1,3,2,0,0,0,0,0,0
1974,0,0,1,0,1,1,224,2,25,7,0,110,2,5,3,3,2,0,0,0,0,0,0
1954,1,2,1,0,1,0,384,0,102,21,32,5,3,6,2,9,1,0,0,0,0,0,0
1966,1,1,0,1,1,4,24,0,2,0,0,9,2,1,1,2,2,1,0,0,0,0,0
1974,1,2,1,0,1,0,408,0,21,0,0,17,3,7,1,7,3,0,1,0,1,0,1
1973,2,2,1,0,1,0,34,0,7,0,0,0,1,1,0,3,3,0,0,0,0,0,0
1985,0,2,1,2,0,6,374,64,116,84,25,64,3,6,2,11,2,0,0,0,0,0,0
1966,0,1,1,1,1,4,27,2,10,0,0,1,2,1,0,3,3,0,0,0,0,0,0
1989,4,2,2,0,0,0,600,20,350,29,30,33,1,6,9,10,0,0,0,1,0,0,0
1969,0,1,0,1,0,7,13,2,18,6,1,0,2,2,0,3,3,0,0,0,0,0,0
1969,2,1,1,1,1,3,167,2,89,0,0,34,6,6,1,4,3,0,0,0,0,0,0
1987,0,2,0,0,0,9,0,2,3,4,1,5,1,0,0,3,2,0,0,0,0,0,0
1989,4,1,1,1,0,8,46,35,69,84,41,66,6,4,1,6,3,0,0,0,0,0,0
1975,4,0,1,1,0,6,88,39,78,58,13,93,2,6,1,4,3,0,0,0,0,0,0
1973,1,1,1,0,1,2,243,11,119,10,3,15,3,4,2,8,1,0,0,0,0,0,0
1966,2,0,1,0,1,0,275,11,68,25,7,7,3,5,1,8,2,0,0,0,0,0,0
1986,2,0,0,2,0,8,6,0,4,0,0,0,1,1,0,2,3,0,0,0,0,0,0
1978,0,1,1,0,1,5,121,62,90,68,20,125,3,2,3,8,1,0,0,0,0,0,0
1979,0,1,0,1,0,7,4,12,15,19,7,12,2,2,0,3,3,0,0,0,0,0,0
1983,1,1,2,0,0,2,1308,0,396,23,0,0,1,5,7,4,1,0,1,0,0,1,0
1959,0,0,1,0,1,6,515,47,267,62,66,38,2,5,5,4,1,0,1,0,0,0,0
1976,0,1,0,1,0,5,4,0,16,17,4,4,3,4,0,3,3,0,0,0,0,0,0
1981,4,0,1,1,1,3,48,13,57,24,15,25,4,3,1,4,3,0,0,0,0,0,0
1978,2,1,1,1,0,3,562,58,168,43,16,142,1,5,7,10,1,0,0,0,0,0,0
1971,2,3,1,1,1,6,379,4,93,12,9,98,7,6,6,4,2,0,0,0,0,0,0
1983,0,2,1,1,0,3,29,12,59,19,1,36,2,3,0,4,3,0,0,0,0,0,0
1956,2,0,2,0,0,1,387,68,569,89,45,68,1,6,9,12,0,0,0,0,0,0,0
1978,4,1,0,1,0,9,12,23,38,30,18,7,4,3,1,3,4,0,0,0,0,0,0
1972,0,0,0,1,0,1,6,10,12,3,15,40,3,3,1,2,3,1,0,0,0,0,1
1975,0,2,0,0,1,1,27,1,14,4,1,21,2,2,0,3,3,0,0,0,0,0,0
1975,0,3,1,2,0,7,9,1,5,0,0,1,1,0,0,3,2,0,0,0,0,0,0
1981,4,2,1,1,1,8,22,0,19,6,5,3,2,2,0,3,2,0,0,0,0,0,0
1972,1,0,2,0,0,9,899,102,838,133,102,40,1,5,6,10,0,0,0,0,0,0,1
1970,1,1,2,0,0,6,889,55,685,168,92,129,1,3,2,13,0,0,0,0,0,0,0
1953,1,0,1,2,1,8,189,2,55,0,5,12,4,6,1,4,4,0,0,0,0,0,0
1959,0,2,1,1,1,3,48,0,2,0,0,5,2,2,0,3,3,0,0,0,0,0,0
1962,0,1,1,1,1,4,230,14,156,82,24,58,8,9,2,5,3,0,0,0,0,0,0
1978,2,0,1,0,0,0,852,60,207,78,36,48,2,2,6,10,2,0,0,0,0,0,0
1973,0,2,0,1,0,7,35,3,20,4,1,20,2,2,0,3,4,1,0,0,0,0,0
1965,2,4,1,1,1,5,205,20,47,23,2,56,6,5,2,5,2,0,0,0,0,0,0
1983,0,2,2,0,0,9,255,31,446,40,56,175,1,3,10,11,0,0,0,0,0,0,0
1991,3,0,0,1,0,5,0,0,1,8,3,2,1,1,0,2,3,0,0,0,0,0,0
1943,1,3,1,0,0,5,437,8,206,160,49,42,2,7,10,5,2,1,0,0,0,0,1
1956,0,1,1,0,1,0,316,58,161,76,51,135,1,6,9,4,2,0,0,0,0,0,1
1974,1,2,1,1,0,5,194,55,134,15,0,3,3,4,2,8,2,0,0,0,0,0,0
1986,0,3,0,1,0,3,7,17,18,6,10,26,4,4,0,3,3,0,0,0,0,0,0
1958,0,2,2,0,0,6,183,33,493,59,103,57,1,4,3,10,0,0,0,0,0,0,0
1970,0,3,1,0,1,4,171,0,11,0,1,20,2,4,1,4,2,0,0,0,0,0,0
1967,0,1,1,0,0,7,243,101,405,29,40,40,1,4,5,6,0,0,0,0,0,0,0
1973,0,1,1,0,0,1,181,21,69,39,3,96,1,3,3,6,1,0,0,0,0,0,0
1969,0,1,1,1,2,1,151,7,89,0,7,28,5,4,1,6,2,0,0,0,0,0,0
1961,0,0,2,0,0,1,464,28,873,29,18,37,0,7,4,7,0,0,0,0,1,0,1
1971,0,4,1,1,0,3,5,1,5,10,0,7,1,1,0,2,3,0,0,0,0,0,0
1974,0,1,1,1,0,9,29,0,29,0,5,4,1,2,0,3,2,0,0,0,0,0,0
1986,1,2,1,0,0,2,102,9,49,24,3,12,1,2,1,6,1,0,0,0,0,0,0
1966,1,0,2,0,0,7,604,28,674,91,28,28,1,3,10,8,0,0,0,0,0,0,0
1992,0,1,2,0,0,4,571,12,523,63,60,24,1,3,10,5,0,0,0,0,0,0,0
1963,1,4,1,0,1,2,953,0,71,0,0,174,6,10,5,10,3,0,0,0,0,0,1
1972,2,2,0,1,0,1,63,3,67,8,9,28,2,3,1,4,3,0,0,0,0,0,1
1954,0,2,1,0,0,5,398,61,265,138,61,53,1,3,4,6,0,0,0,0,0,0,0
1960,2,1,2,0,0,8,741,19,154,50,9,28,1,3,4,7,0,0,0,0,0,0,0
1982,1,2,2,0,0,0,1478,19,403,0,19,0,1,7,6,6,1,0,1,1,0,0,1
1954,4,0,1,0,1,3,156,29,56,30,32,47,2,3,2,7,1,0,0,0,0,0,0
1954,1,0,2,0,0,7,960,64,464,146,0,16,1,6,9,9,1,0,0,0,1,0,0
1955,1,1,1,1,1,2,38,0,2,0,0,6,1,1,0,3,3,1,0,0,0,1,0
1969,2,0,1,1,0,6,15,20,25,2,7,26,1,2,0,4,2,0,0,0,0,0,1
1948,1,2,0,1,1,5,19,6,20,0,5,12,3,1,1,4,1,0,0,0,0,0,0
1979,2,1,0,0,0,9,73,28,217,10,24,115,3,6,1,6,3,0,0,0,0,0,0
1982,4,0,2,0,0,5,871,111,704,145,55,166,1,4,4,10,0,0,1,0,0,0,0
1976,1,2,1,0,1,0,760,80,466,17,13,80,1,6,9,5,1,0,0,0,0,0,0
1974,1,1,2,0,0,4,471,0,510,99,21,12,1,6,4,9,0,0,0,0,0,0,0
1989,0,0,1,1,0,7,31,9,27,16,9,33,1,1,1,4,1,0,0,0,0,0,0
1951,1,0,1,0,1,2,819,0,72,12,0,63,2,11,2,10,3,0,1,0,0,0,0
1989,3,2,0,1,0,8,1,4,3,8,9,7,1,1,0,3,3,0,0,0,0,0,0
1971,1,1,0,1,0,7,26,0,15,2,1,2,2,3,0,3,3,0,0,0,0,0,0
1971,0,1,2,0,0,5,354,21,311,167,75,32,1,9,3,4,1,0,0,0,0,0,0
1970,1,2,1,0,1,4,1253,0,447,23,71,35,3,11,5,11,3,0,0,0,1,0,0
1971,0,0,1,0,1,5,371,17,238,23,24,106,3,7,5,11,2,0,0,0,0,0,0
1975,1,3,1,1,0,0,588,7,76,110,15,15,2,8,4,9,2,0,0,0,0,0,0
1952,4,0,1,1,1,5,480,86,249,75,86,144,8,6,3,5,2,0,0,0,0,0,0
1962,1,1,1,0,1,5,517,12,54,16,6,120,2,7,4,7,2,0,0,0,0,0,0
1983,0,3,2,0,0,7,267,98,606,48,70,98,1,3,2,6,0,0,0,1,0,0,1
1953,0,1,2,0,0,6,1111,24,790,160,45,172,0,5,8,5,0,0,1,1,1,0,1
1986,3,0,0,0,0,8,7,7,14,7,16,15,3,2,1,3,3,0,0,0,0,0,0
1987,1,2,1,0,0,6,1166,0,48,0,0,36,1,4,4,10,3,0,1,1,0,0,0
1982,4,2,1,0,1,5,261,42,144,55,48,133,3,4,4,9,1,0,0,0,0,0,0
1979,0,3,1,1,1,8,135,25,51,23,25,46,2,4,2,5,1,0,0,0,0,0,0
1977,0,1,1,1,0,9,6,2,18,2,8,14,1,2,0,3,1,0,0,0,0,0,0
1975,4,3,1,0,1,3,711,28,142,49,18,47,2,3,2,9,3,0,0,0,0,0,0
1979,1,1,0,1,0,8,11,0,13,2,4,11,1,2,0,3,1,0,0,0,0,0,0
1976,1,1,1,1,1,3,42,0,17,0,0,18,3,2,1,3,2,1,0,0,0,0,0
1973,2,3,1,1,1,2,79,7,58,6,3,18,4,3,1,4,2,0,0,0,0,0,1
1971,1,0,1,2,0,5,20,6,43,19,5,38,1,3,1,2,3,0,0,0,0,0,0
1976,2,1,1,1,1,8,30,0,8,2,0,14,1,1,1,2,2,0,0,0,0,0,0
1976,1,2,0,1,1,5,20,2,23,3,1,4,5,3,0,4,3,0,0,0,0,0,0
1952,0,0,1,0,1,9,263,5,233,69,41,83,4,5,5,8,2,0,0,0,0,0,0
